202306001,1.2,9.3
202306002,0.0,0.0
202306003,0.4,-0.2
202306004,0.0,0.0
202306005,1.2,4.3
202306006,0.0,0.0
202306007,1.1,-9.9
202306008,1.2,9.3
202306009,0.0,0.0
202306010,0.0,0.0
202306011,1.0,9.1
202306012,1.2,9.3
202306013,0.1,0.0
202306014,0.0,0.0
202306015,0.0,0.0
202306016,0.0,0.0
202306017,0.0,0.0
202306018,0.0,0.0
202306019,0.0,0.0
202306020,0.0,0.0
202306021,0.1,0.1
202306022,0.0,0.0
202306023,0.0,0.0
202306024,0.0,0.0
202306025,0.0,0.0
202306026,0.0,0.0
202306027,0.0,0.0
202306028,0.0,0.0
202306029,0.0,0.0
202306030,0.0,0.0
