202306001,1.2,9.3
202306002,0.0,0.0
202306003,0.4,-0.2
202306004,0.0,0.0
202306005,1.2,4.3
202306006,0.0,0.0
202306007,1.1,-9.9
202306008,1.2,9.3
202306009,0.0,0.0
202306010,0.0,0.0
202306011,1.0,9.1
202306012,1.2,9.3
202306013,0.0,0.0
202306014,0.0,0.0
202306015,0.0,0.0
202306016,0.0,0.0
202306017,0.0,0.0
202306018,0.0,0.0
202306019,0.0,0.0
202306020,0.0,0.0
202306021,0.1,0.1
202306022,0.0,0.0
202306023,0.0,0.0
202306024,0.0,0.0
202306025,0.0,0.0
202306026,0.0,0.0
202306027,0.0,0.0
202306028,0.0,0.0
202306029,0.0,0.0
202306030,0.0,0.0
202306031,0.0,0.0
202306032,0.0,0.0
202306033,0.0,0.0
202306034,0.0,0.0
202306035,0.0,0.0
202306036,0.0,0.0
202306037,0.0,0.0
202306038,0.0,0.0
202306039,0.0,0.0
202306040,0.0,0.0
202306041,3.1,9.2
202306042,0.0,0.0
202306043,0.0,0.0
202306044,0.0,0.0
202306045,0.0,0.0
202306046,0.0,0.0
202306047,0.0,0.0
202306048,0.0,0.0
202306049,0.0,0.0
202306050,0.0,0.0
